rank	0.307692308	0.307692308	0.033133602
rank	0.278846154	0.278846154	0.059611042
rank	0.275641026	0.275641026	0.108929185
rank	0.230769231	0.230769231	0.119156866
rank	0.223076923	0.223076923	0.131709229
rank	0.208333333	0.208333333	0.139364539
rank	0.186813187	0.186813187	0.14141433
rank	0.180288462	0.180288462	0.153812245
rank	0.170940171	0.170940171	0.178756708
rank	0.161538462	0.161538462	0.182437529
rank	0.155594406	0.155594406	0.192772048
rank	0.15224359	0.15224359	0.200035948
rank	0.146449704	0.146449704	0.20223563
rank	0.144230769	0.144230769	0.207593623
rank	0.137179487	0.137179487	0.208580136
rank	0.132211538	0.132211538	0.217153854
rank	0.125565611	0.125565611	0.217866105
rank	0.121794872	0.121794872	0.220903452
rank	0.119433198	0.119433198	0.22475665
rank	0.117307692	0.117307692	0.231198125
rank	0.111721612	0.111721612	0.231198125
rank	0.109265734	0.109265734	0.233542869
rank	0.108695652	0.108695652	0.248925298
rank	0.106570513	0.106570513	0.251869789
rank	0.104615385	0.104615385	0.25563121
rank	0.102071006	0.102071006	0.257255878
rank	0.10042735	0.10042735	0.260604395
rank	0.098901099	0.098901099	0.265160255
rank	0.098143236	0.098143236	0.269349537
rank	0.097435897	0.097435897	0.276187474
rank	0.096774194	0.096774194	0.278090258
rank	0.094350962	0.094350962	0.278710605
rank	0.092657343	0.093956044	0.27979993
rank	0.093325792	0.093956044	0.283674599
rank	0.093956044	0.093956044	0.288227371
rank	0.093482906	0.093482906	0.294164394
rank	0.092515593	0.092515593	0.307195771
rank	0.091093117	0.091093117	0.309060824
rank	0.08974359	0.08974359	0.316112106
rank	0.087980769	0.087980769	0.317860357
rank	0.087711069	0.087711069	0.327082753
rank	0.086080586	0.086080586	0.328831004
rank	0.084973166	0.084973166	0.331710478
rank	0.083916084	0.083916084	0.333313042
rank	0.082478632	0.082478632	0.335061294
rank	0.081939799	0.081939799	0.336797617
rank	0.08101473	0.08101473	0.33805899
rank	0.080128205	0.080128205	0.339418982
rank	0.07967033	0.07967033	0.342089121
rank	0.078846154	0.078846154	0.343469791
rank	0.078431373	0.078431373	0.349295977
rank	0.076923077	0.076923077	0.349295977
rank	0.076560232	0.076560232	0.35213526
rank	0.07514245	0.075524476	0.35213526
rank	0.075524476	0.075524476	0.3565976
rank	0.074862637	0.074862637	0.357879651
rank	0.074224022	0.074224022	0.360096946
rank	0.073275862	0.073275862	0.360534009
rank	0.073011734	0.073011734	0.364326157
rank	0.072435897	0.072435897	0.369088062
rank	0.071878941	0.071878941	0.370720555
rank	0.07133995	0.07133995	0.371933136
rank	0.071123321	0.071123321	0.373709339
rank	0.0703125	0.0703125	0.374146402
rank	0.069822485	0.069822485	0.377885719
rank	0.069347319	0.069347319	0.384733038
rank	0.068599311	0.068599311	0.385170101
rank	0.068156109	0.068156109	0.388222604
rank	0.068004459	0.068004459	0.392789912
rank	0.067032967	0.067032967	0.392789912
rank	0.066088841	0.066088841	0.392789912
rank	0.06517094	0.06517094	0.392789912
rank	0.064805058	0.064805058	0.394439062
rank	0.064189189	0.064189189	0.395059409
rank	0.064102564	0.064102564	0.396432538
rank	0.063259109	0.063259109	0.396429165
rank	0.062437562	0.062437562	0.396425878
rank	0.061883629	0.061883629	0.39689172
rank	0.061587147	0.061587147	0.399203413
rank	0.061298077	0.061298077	0.404008063
rank	0.061253561	0.061253561	0.408011506
rank	0.06097561	0.06097561	0.409759984
rank	0.06047266	0.06047266	0.412161004
rank	0.060210623	0.060210623	0.414381158
rank	0.059502262	0.059502262	0.414378464
rank	0.059033989	0.059239611	0.415291584
rank	0.059239611	0.059239611	0.418443992
rank	0.058784965	0.058784965	0.420044044
rank	0.058340536	0.058340536	0.420510632
rank	0.058333333	0.058333333	0.422629248
rank	0.058114962	0.058114962	0.423908951
rank	0.057483278	0.057483278	0.423906654
rank	0.05707196	0.05707196	0.42550697
rank	0.056669394	0.056669394	0.426191584
rank	0.056072874	0.056072874	0.42618943
rank	0.055689103	0.055689103	0.430033475
rank	0.055114988	0.055114988	0.43003141
rank	0.054748823	0.054748823	0.4307162
rank	0.054390054	0.054390054	0.43246247
rank	0.054038462	0.054038462	0.433147341
